	Date	PX_LAST	PX_VOLUME	Valuation
TGH US Equity	9/30/08	15.19	6001453	91162071.07
TGH US Equity	6/30/08	19.53	8859969	173035194.6
TGH US Equity	3/31/08	15.08	5374179	81042619.32
TGH US Equity	12/31/07	14.53	12561865	182523898.5
SMCI US Equity	9/29/17	22.1	32545778	719261693.8
SMCI US Equity	6/30/17	24.65	26213760	646169184
SMCI US Equity	3/31/17	25.35	22491920	570170172
SMCI US Equity	12/30/16	28.05	20947510	587577655.5
SMCI US Equity	9/30/16	23.37	33470711	782210516.1
SMCI US Equity	6/30/16	24.85	29519842	733568073.7
SMCI US Equity	3/31/16	34.08	38366277	1307522720
SMCI US Equity	12/31/15	24.51	37919423	929405057.7
SMCI US Equity	9/30/15	27.26	42946810	1170730041
SMCI US Equity	6/30/15	29.58	41774471	1235688852
SMCI US Equity	3/31/15	33.21	33900826	1125846431
SMCI US Equity	12/31/14	34.88	31172928	1087311729
SMCI US Equity	9/30/14	29.42	25529976	751091893.9
SMCI US Equity	6/30/14	25.27	31426802	794155286.5
SMCI US Equity	3/31/14	17.37	30205508	524669674
SMCI US Equity	12/31/13	17.16	11138114	191130036.2
SMCI US Equity	9/30/13	13.54	8100132	109675787.3
SMCI US Equity	6/28/13	10.64	10642530	113236519.2
SMCI US Equity	3/28/13	11.29	12359301	139536508.3
SMCI US Equity	12/31/12	10.2	14952209	152512531.8
SMCI US Equity	9/28/12	12.03	14802454	178073521.6
SMCI US Equity	6/29/12	15.86	10401265	164964062.9
SMCI US Equity	3/30/12	17.46	9125720	159335071.2
SMCI US Equity	12/30/11	15.68	10219764	160245899.5
SMCI US Equity	9/30/11	12.53	13877455	173884511.2
SMCI US Equity	6/30/11	16.09	12846847	206705768.2
SMCI US Equity	3/31/11	16.04	12961540	207903101.6
SMCI US Equity	12/31/10	11.54	14213889	164028279.1
SMCI US Equity	9/30/10	10.39	21510055	223489471.5
SMCI US Equity	6/30/10	13.5	17452737	235611949.5
SMCI US Equity	3/31/10	17.28	15709649	271462734.7
SMCI US Equity	12/31/09	11.12	8011875	89092050
SMCI US Equity	9/30/09	8.46	4578981	38738179.26
SMCI US Equity	6/30/09	7.66	8534302	65372753.32
SMCI US Equity	3/31/09	4.92	7064479	34757236.68
SMCI US Equity	12/31/08	6.33	13009024	82347121.92
SMCI US Equity	9/30/08	9.01	13427076	120977954.8
SMCI US Equity	6/30/08	7.38	12458952	91947065.76
SMCI US Equity	3/31/08	8.35	8420890	70314431.5
SMCI US Equity	12/31/07	7.67	7602115	58308222.05
SMCI US Equity	9/28/07	9.76	8498892	82949185.92
SMCI US Equity	6/29/07	10.01	12589143	126017321.4
SMCI US Equity	3/30/07	8.99	6500079	58435710.21
ABAX US Equity	9/29/17	44.65	7160283	319706636
ABAX US Equity	6/30/17	53.02	6955389	368774724.8
ABAX US Equity	3/31/17	48.5	9543560	462862660
ABAX US Equity	12/30/16	52.77	9598950	506536591.5
ABAX US Equity	9/30/16	51.62	9601294	495618796.3
ABAX US Equity	6/30/16	47.23	11356300	536358049
ABAX US Equity	3/31/16	45.39	14885249	675641452.1
ABAX US Equity	12/31/15	55.68	11176542	622309858.6
ABAX US Equity	9/30/15	43.99	11209555	493108324.5
ABAX US Equity	6/30/15	51.48	10471638	539079924.2
ABAX US Equity	3/31/15	64.11	12270043	786632456.7
ABAX US Equity	12/31/14	56.83	12922526	734387152.6
ABAX US Equity	9/30/14	50.71	11772004	596958322.8
ABAX US Equity	6/30/14	44.31	9269884	410748560
ABAX US Equity	3/31/14	38.88	12194891	474137362.1
ABAX US Equity	12/31/13	40.012	11239682	449722156.2
ABAX US Equity	9/30/13	42.115	7900474	332728462.5
ABAX US Equity	6/28/13	47.51	8971025	426213397.8
ABAX US Equity	3/28/13	47.32	9030971	427345547.7
ABAX US Equity	12/31/12	37.1	6507786	241438860.6
ABAX US Equity	9/28/12	35.92	7297834	262138197.3
ABAX US Equity	6/29/12	37	7226853	267393561
ABAX US Equity	3/30/12	29.13	5887346	171498389
ABAX US Equity	12/30/11	27.67	7641712	211446171
ABAX US Equity	9/30/11	22.91	11048412	253119118.9
ABAX US Equity	6/30/11	27.25	6534710	178070847.5
ABAX US Equity	3/31/11	28.84	7469412	215417842.1
ABAX US Equity	12/31/10	26.85	6031828	161954581.8
ABAX US Equity	9/30/10	23.1	8188639	189157560.9
ABAX US Equity	6/30/10	21.43	9148887	196060648.4
ABAX US Equity	3/31/10	27.19	8238966	224017485.5
ABAX US Equity	12/31/09	25.55	10695059	273258757.5
ABAX US Equity	9/30/09	26.75	14835185	396841198.8
ABAX US Equity	6/30/09	20.54	18012476	369976257
ABAX US Equity	3/31/09	17.24	17259835	297559555.4
ABAX US Equity	12/31/08	16.03	20668137	331310236.1
ABAX US Equity	9/30/08	19.7	25046536	493416759.2
ABAX US Equity	6/30/08	24.13	21249905	512760207.7
ABAX US Equity	3/31/08	23.17	31388405	727269343.9
ABAX US Equity	12/31/07	35.86	21198937	760193880.8
ABAX US Equity	9/28/07	22.45	16062970	360613676.5
ABAX US Equity	6/29/07	20.86	16822153	350910111.6
ABAX US Equity	3/30/07	24.37	15755688	383966116.6
ABAX US Equity	12/29/06	19.25	16451486	316691105.5
ABAX US Equity	9/29/06	23.39	13602374	318159527.9
ABAX US Equity	6/30/06	22.37	32420787	725253005.2
ABAX US Equity	3/31/06	22.68	19703651	446878804.7
ABAX US Equity	12/30/05	16.48	13060774	215241555.5
ABAX US Equity	9/30/05	13.05	7293838	95184585.9
ABAX US Equity	6/30/05	10.88	7329388	79743741.44
ABAX US Equity	3/31/05	8.85	9278916	82118406.6
ABAX US Equity	12/31/04	14.49	15910924	230549288.8
ABAX US Equity	9/30/04	13.01	13470510	175251335.1
ABAX US Equity	6/30/04	18.98	19066664	361885282.7
ABAX US Equity	3/31/04	20.32	24491502	497667320.6
ABAX US Equity	12/31/03	18.09	25326017	458147647.5
ABAX US Equity	9/30/03	13.9	8785427	122117435.3
ABAX US Equity	6/30/03	6.46	2151660	13899723.6
ABAX US Equity	3/31/03	3.81	947385	3609536.85
ABAX US Equity	12/31/02	3.96	1173301	4646271.96
ABAX US Equity	9/30/02	3.3	1469436	4849138.8
ABAX US Equity	6/28/02	4.36	1962200	8555192
ABAX US Equity	3/28/02	6.4	2202100	14093440
ABAX US Equity	12/31/01	5.71	1942500	11091675
ABAX US Equity	9/28/01	4.37	951000	4155870
ABAX US Equity	6/29/01	5.27	4230900	22296843
ABAX US Equity	3/30/01	5.0313	2897900	14580204.27
ABAX US Equity	12/29/00	5.9375	3443800	20447562.5
ABAX US Equity	9/29/00	5.75	2208000	12696000
ABAX US Equity	6/30/00	6.6875	3355300	22438568.75
ABAX US Equity	3/31/00	8.375	7089200	59372050
ABAX US Equity	12/31/99	7.75	4523400	35056350
ABAX US Equity	9/30/99	4.5	3881500	17466750
ABAX US Equity	6/30/99	2.9688	3386500	10053841.2
ABAX US Equity	3/31/99	1.9375	2909800	5637737.5
ABAX US Equity	12/31/98	1.9375	2748100	5324443.75
ABAX US Equity	9/30/98	1.5625	4435900	6931093.75
ABAX US Equity	6/30/98	3	7166600	21499800
ABAX US Equity	3/31/98	1.9375	3631900	7036806.25
ABAX US Equity	12/31/97	2.625	3369700	8845462.5
ABAX US Equity	9/30/97	3.8125	3206500	12224781.25
ABAX US Equity	6/30/97	2.625	2126400	5581800
ABAX US Equity	3/31/97	3.25	5258300	17089475
ABAX US Equity	12/31/96	4	6826200	27304800
ABAX US Equity	9/30/96	5.5	3852700	21189850
ABAX US Equity	6/28/96	4.625	6247100	28892837.5
ABAX US Equity	3/29/96	5.875	2360000	13865000
ABAX US Equity	12/29/95	7	2488700	17420900
ABAX US Equity	9/29/95	8.875	4567100	40533012.5
ABAX US Equity	6/30/95	7	4040200	28281400
ABAX US Equity	3/31/95	5.625	2944500	16562812.5
ABAX US Equity	12/30/94	3.125	3105000	9703125
ABAX US Equity	9/30/94	6	1635800	9814800
ABAX US Equity	6/30/94	6.125	2907400	17807825
ABAX US Equity	3/31/94	7.75	3126500	24230375
ABAX US Equity	12/31/93	7	590100	4130700
ABAX US Equity	9/30/93	7.25	1193600	8653600
ABAX US Equity	6/30/93	5.25	990300	5199075
ABAX US Equity	3/31/93	5.25	1528300	8023575
ABAX US Equity	12/31/92	6	777500	4665000
ABAX US Equity	9/30/92	4.5	1662000	7479000
ABAX US Equity	6/30/92	4	2817700	11270800
ABAX US Equity	3/31/92	7	6267400	43871800
HDP US Equity	9/29/17	16.95	60022125	1017375019
HDP US Equity	6/30/17	12.88	60995579	785623057.5
HDP US Equity	3/31/17	9.81	34662338	340037535.8
HDP US Equity	12/30/16	8.31	62370999	518303001.7
HDP US Equity	9/30/16	8.35	59514719	496947903.7
HDP US Equity	6/30/16	10.69	43826012	468500068.3
HDP US Equity	3/31/16	11.3	64880591	733150678.3
HDP US Equity	12/31/15	21.9	36499232	799333180.8
HDP US Equity	9/30/15	21.89	31774438	695542447.8
HDP US Equity	6/30/15	25.32	28381369	718616263.1
HDP US Equity	3/31/15	23.84	20209716	481799629.4
HDP US Equity	12/31/14	27	12074892	326022084
XPER US Equity	9/29/17	25.3	29677684	750845405.2
XPER US Equity	6/30/17	29.8	27553556	821095968.8
XPER US Equity	3/31/17	33.95	29024752	985390330.4
XPER US Equity	12/30/16	44.2	23594450	1042874690
XPER US Equity	9/30/16	38.44	24131846	927628160.2
XPER US Equity	6/30/16	30.64	25354936	776875239
XPER US Equity	3/31/16	31	26043485	807348035
XPER US Equity	12/31/15	30.01	26017243	780777462.4
XPER US Equity	9/30/15	32.41	30495192	988349172.7
XPER US Equity	6/30/15	37.98	28824983	1094772854
XPER US Equity	3/31/15	40.28	36605155	1474455643
XPER US Equity	12/31/14	35.76	34512031	1234150229
XPER US Equity	9/30/14	26.58	32439273	862235876.3
XPER US Equity	6/30/14	22.08	22426244	495171467.5
XPER US Equity	3/31/14	23.63	30550480	721907842.4
XPER US Equity	12/31/13	19.71	27236715	536835652.7
XPER US Equity	9/30/13	19.34	23772197	459754290
XPER US Equity	6/28/13	20.8	21867846	454851196.8
XPER US Equity	3/28/13	18.75	17477048	327694650
XPER US Equity	12/31/12	16.45	15400057	253330937.7
XPER US Equity	9/28/12	13.68	18662676	255305407.7
XPER US Equity	6/29/12	15.37	26974860	414603598.2
XPER US Equity	3/30/12	17.25	29110368	502153848
XPER US Equity	12/30/11	16.75	34956460	585520705
XPER US Equity	9/30/11	11.94	41618878	496929403.3
XPER US Equity	6/30/11	17.14	21591751	370082612.1
XPER US Equity	3/31/11	18.26	30076703	549200596.8
XPER US Equity	12/31/10	22.15	22217981	492128279.2
XPER US Equity	9/30/10	18.5	28108386	520005141
XPER US Equity	6/30/10	16.05	38712977	621343280.9
XPER US Equity	3/31/10	20.28	65574782	1329856579
XPER US Equity	12/31/09	23.27	73219609	1703820301
XPER US Equity	9/30/09	27.89	48957702	1365430309
XPER US Equity	6/30/09	25.29	66118089	1672126471
XPER US Equity	3/31/09	13.37	37452873	500744912
XPER US Equity	12/31/08	11.88	58354759	693254536.9
XPER US Equity	9/30/08	16.34	53099273	867642120.8
XPER US Equity	6/30/08	16.37	62599160	1024748249
XPER US Equity	3/31/08	20.8	144084374	2996954979
XPER US Equity	12/31/07	41.6	34663473	1442000477
XPER US Equity	9/28/07	37.5	51337732	1925164950
XPER US Equity	6/29/07	40.55	36430325	1477249679
XPER US Equity	3/30/07	39.74	39214354	1558378428
XPER US Equity	12/29/06	40.34	43849337	1768882255
XPER US Equity	9/29/06	34.78	44940471	1563029581
XPER US Equity	6/30/06	27.5	26854508	738498970
XPER US Equity	3/31/06	32.08	31290512	1003799625
XPER US Equity	12/30/05	25.85	31441750	812769237.5
XPER US Equity	9/30/05	29.91	34536391	1032983455
XPER US Equity	6/30/05	33.41	74432953	2486804960
XPER US Equity	3/31/05	43.23	65514606	2832196417
XPER US Equity	12/31/04	37.21	53778600	2001101706
XPER US Equity	9/30/04	22.1	27069093	598226955.3
XPER US Equity	6/30/04	18.02	12914426	232717956.5
XPER US Equity	3/31/04	18.26	8420655	153761160.3
XPER US Equity	12/31/03	18.81	16391895	308331545
EGHT US Equity	9/29/17	13.5	43892078	592543053
EGHT US Equity	6/30/17	14.55	51449897	748596001.4
EGHT US Equity	3/31/17	15.25	43921031	669795722.8
EGHT US Equity	12/30/16	14.3	34845186	498286159.8
EGHT US Equity	9/30/16	15.43	50104142	773106911.1
EGHT US Equity	6/30/16	14.61	40669272	594178063.9
EGHT US Equity	3/31/16	10.06	53746519	540689981.1
EGHT US Equity	12/31/15	11.45	41891407	479656610.2
EGHT US Equity	9/30/15	8.27	35035757	289745710.4
EGHT US Equity	6/30/15	8.96	38992343	349371393.3
EGHT US Equity	3/31/15	8.4	44144280	370811952
EGHT US Equity	12/31/14	9.16	54178422	496274345.5
EGHT US Equity	9/30/14	6.68	51523210	344175042.8
EGHT US Equity	6/30/14	8.08	74932446	605454163.7
EGHT US Equity	3/31/14	10.81	65092852	703653730.1
EGHT US Equity	12/31/13	10.15	63992887	649527803.1
EGHT US Equity	9/30/13	10.07	41720992	420130389.4
EGHT US Equity	6/28/13	8.24	44114039	363499681.4
EGHT US Equity	3/28/13	6.85	51260746	351136110.1
EGHT US Equity	12/31/12	7.38	44812219	330714176.2
EGHT US Equity	9/28/12	6.56	58050795	380813215.2
EGHT US Equity	6/29/12	4.2	27692396	116308063.2
EGHT US Equity	3/30/12	4.2	44532318	187035735.6
EGHT US Equity	12/30/11	3.17	42879552	135928179.8
EGHT US Equity	9/30/11	4.06	88686003	360065172.2
EGHT US Equity	6/30/11	4.89	71741134	350814145.3
EGHT US Equity	3/31/11	2.81	35449514	99613134.34
EGHT US Equity	12/31/10	2.38	66311195	157820644.1
EGHT US Equity	9/30/10	2.15	20241315	43518827.25
EGHT US Equity	6/30/10	1.25	14561647	18202058.75
EGHT US Equity	3/31/10	1.45	18933496	27453569.2
EGHT US Equity	12/31/09	1.5	28050552	42075828
EGHT US Equity	9/30/09	0.88	17540304	15435467.52
EGHT US Equity	6/30/09	0.6	9981264	5988758.4
EGHT US Equity	3/31/09	0.5701	6257625	3567472.013
EGHT US Equity	12/31/08	0.478	9536969	4558671.182
EGHT US Equity	9/30/08	0.8699	10722005	9327072.15
EGHT US Equity	6/30/08	1.14	16078702	18329720.28
EGHT US Equity	3/31/08	0.98	14283992	13998312.16
EGHT US Equity	12/31/07	0.89	20336045	18099080.05
EGHT US Equity	9/28/07	1.25	18837589	23546986.25
EGHT US Equity	6/29/07	1.39	43458868	60407826.52
EGHT US Equity	3/30/07	1.46	63893356	93284299.76
EGHT US Equity	12/29/06	1.17	57060160	66760387.2
EGHT US Equity	9/29/06	1.06	26962396	28580139.76
EGHT US Equity	6/30/06	0.98	37000806	36260789.88
EGHT US Equity	3/31/06	1.75	70239603	122919305.3
EGHT US Equity	12/30/05	1.85	134614997	249037744.5
EGHT US Equity	9/30/05	2.03	39921346	81040332.38
EGHT US Equity	6/30/05	1.67	66413939	110911278.1
EGHT US Equity	3/31/05	1.67	51535012	86063470.04
EGHT US Equity	12/31/04	4.07	108700460	442410872.2
EGHT US Equity	9/30/04	3.75	73541211	275779541.3
EGHT US Equity	6/30/04	2.25	43353802	97546054.5
EGHT US Equity	3/31/04	3.52	140386829	494161638.1
EGHT US Equity	12/31/03	4.45	248149597	1104265707
EGHT US Equity	9/30/03	1.33	34733247	46195218.51
EGHT US Equity	6/30/03	0.5	5039802	2519901
EGHT US Equity	3/31/03	0.221	2290478	506195.638
EGHT US Equity	12/31/02	0.22	2664945	586287.9
EGHT US Equity	9/30/02	0.38	1423599	540967.62
EGHT US Equity	6/28/02	0.34	2902700	986918
EGHT US Equity	3/28/02	0.86	2603200	2238752
EGHT US Equity	12/31/01	0.89	2924100	2602449
EGHT US Equity	9/28/01	0.62	1610600	998572
EGHT US Equity	6/29/01	1.55	10546900	16347695
EGHT US Equity	3/30/01	0.7813	9779800	7640957.74
EGHT US Equity	12/29/00	1.875	13976300	26205562.5
EGHT US Equity	9/29/00	9	9353900	84185100
EGHT US Equity	6/30/00	12	16950500	203406000
EGHT US Equity	3/31/00	29.625	56355600	1669534650
EGHT US Equity	12/31/99	5.125	14420500	73905062.5
EGHT US Equity	9/30/99	4.8125	12988900	62509081.25
EGHT US Equity	6/30/99	4.1563	14323200	59531516.16
EGHT US Equity	3/31/99	3.8438	13658000	52498620.4
EGHT US Equity	12/31/98	5.625	70984700	399288937.5
EGHT US Equity	9/30/98	2.5625	9880500	25318781.25
EGHT US Equity	6/30/98	4.875	11741300	57238837.5
EGHT US Equity	3/31/98	7	21663800	151646600
EGHT US Equity	12/31/97	10.9375	18836400	206023125
EGHT US Equity	9/30/97	11.625	10130900	117771712.5
GHDX US Equity	9/29/17	32.09	6373376	204521635.8
GHDX US Equity	6/30/17	32.55	7599788	247373099.4
GHDX US Equity	3/31/17	31.49	7949568	250331896.3
GHDX US Equity	12/30/16	29.39	11140919	327431609.4
GHDX US Equity	9/30/16	28.92	12572719	363603033.5
GHDX US Equity	6/30/16	25.895	12789871	331193709.5
GHDX US Equity	3/31/16	24.77	14729575	364851572.8
GHDX US Equity	12/31/15	35.2	16799953	591358345.6
GHDX US Equity	9/30/15	21.16	13160103	278467779.5
GHDX US Equity	6/30/15	27.79	12013548	333856498.9
GHDX US Equity	3/31/15	30.55	8110771	247784054.1
GHDX US Equity	12/31/14	31.97	9621041	307584680.8
GHDX US Equity	9/30/14	28.31	9577981	271152642.1
GHDX US Equity	6/30/14	27.4	10236026	280467112.4
GHDX US Equity	3/31/14	26.34	14171683	373282130.2
GHDX US Equity	12/31/13	29.27	11271449	329915312.2
GHDX US Equity	9/30/13	30.58	6853935	209593332.3
GHDX US Equity	6/28/13	31.71	15990300	507052413
GHDX US Equity	3/28/13	28.28	12536789	354540392.9
GHDX US Equity	12/31/12	27.24	15373510	418774412.4
GHDX US Equity	9/28/12	34.69	10571856	366737684.6
GHDX US Equity	6/29/12	33.4	10824904	361551793.6
GHDX US Equity	3/30/12	30.61	10534091	322448525.5
GHDX US Equity	12/30/11	25.39	11107031	282007517.1
GHDX US Equity	9/30/11	21.98	8369544	183962577.1
GHDX US Equity	6/30/11	27.91	6779070	189203843.7
GHDX US Equity	3/31/11	24.6	9121969	224400437.4
GHDX US Equity	12/31/10	21.39	10876562	232649661.2
GHDX US Equity	9/30/10	13.36	6377040	85197254.4
GHDX US Equity	6/30/10	12.93	8189410	105889071.3
GHDX US Equity	3/31/10	17.59	12352014	217271926.3
GHDX US Equity	12/31/09	19.56	6348019	124167251.6
GHDX US Equity	9/30/09	21.86	8119859	177500117.7
GHDX US Equity	6/30/09	17.33	14603320	253075535.6
GHDX US Equity	3/31/09	24.38	8607977	209862479.3
GHDX US Equity	12/31/08	19.48	11187606	217934564.9
GHDX US Equity	9/30/08	22.65	12403926	280948923.9
GHDX US Equity	6/30/08	19.15	11271939	215857631.9
GHDX US Equity	3/31/08	18.89	16279855	307526461
GHDX US Equity	12/31/07	22.64	10972017	248406464.9
GHDX US Equity	9/28/07	19.19	8588319	164809841.6
GHDX US Equity	6/29/07	18.8	14616767	274795219.6
GHDX US Equity	3/30/07	17.34	18261217	316649502.8
GHDX US Equity	12/29/06	18.6	12276128	228335980.8
GHDX US Equity	9/29/06	14.46	7794669	112710913.7
GHDX US Equity	6/30/06	11.77	7417321	87301868.17
GHDX US Equity	3/31/06	10.37	10171407	105477490.6
GHDX US Equity	12/30/05	9.11	5202077	47390921.47
GHDX US Equity	9/30/05	11.55	2848213	32896860.15
IRTC US Equity	9/29/17	51.88	14683891	761800265.1
IRTC US Equity	6/30/17	42.49	27422716	1165191203
IRTC US Equity	3/31/17	37.6	8556245	321714812
IRTC US Equity	12/30/16	30	14640358	439210740
DERM US Equity	9/29/17	27	24075043	650026161
DERM US Equity	6/30/17	29.14	31030053	904215744.4
DERM US Equity	3/31/17	34.11	20866981	711772721.9
DERM US Equity	12/30/16	30.33	13251447	401916387.5
DERM US Equity	9/30/16	33.82	13941460	471500177.2
DERM US Equity	6/30/16	29.25	23112813	676049780.3
DERM US Equity	3/31/16	20.68	10956892	226588526.6
DERM US Equity	12/31/15	34.61	10391811	359660578.7
DERM US Equity	9/30/15	23.34	11587279	270447091.9
DERM US Equity	6/30/15	17.55	4018640	70527132
DERM US Equity	3/31/15	15.35	2679089	41124016.15
DERM US Equity	12/31/14	18.11	12472836	225883060
CUDA US Equity	9/29/17	24.23	50131307	1214681569
CUDA US Equity	6/30/17	23.06	41702000	961648120
CUDA US Equity	3/31/17	23.11	42053096	971847048.6
CUDA US Equity	12/30/16	21.43	40726710	872773395.3
CUDA US Equity	9/30/16	25.48	34978794	891259671.1
CUDA US Equity	6/30/16	15.14	30462869	461207836.7
CUDA US Equity	3/31/16	15.4	43346273	667532604.2
CUDA US Equity	12/31/15	18.68	34291896	640572617.3
CUDA US Equity	9/30/15	15.58	48406493	754173160.9
CUDA US Equity	6/30/15	39.62	30820139	1221093907
CUDA US Equity	3/31/15	38.47	21434275	824576559.3
CUDA US Equity	12/31/14	35.84	17100094	612867369
CUDA US Equity	9/30/14	25.65	12202020	312981813
CUDA US Equity	6/30/14	31.02	10563842	327690378.8
CUDA US Equity	3/31/14	33.94	11223272	380917851.7
CUDA US Equity	12/31/13	39.68	15874589	629903691.5
CAFD US Equity	9/29/17	15.03	10446263	157007332.9
CAFD US Equity	6/30/17	15.13	20541652	310795194.8
CAFD US Equity	3/31/17	13.57	17615266	239039159.6
CAFD US Equity	12/30/16	12.98	18544644	240709479.1
CAFD US Equity	9/30/16	14.4	15629198	225060451.2
CAFD US Equity	6/30/16	15.8	10167801	160651255.8
CAFD US Equity	3/31/16	14.7	12278827	180498756.9
CAFD US Equity	12/31/15	16.14	23722338	382878535.3
CAFD US Equity	9/30/15	10.61	31284930	331933107.3
CAFD US Equity	6/30/15	18.62	22553651	419948981.6
TSLX US Equity	9/29/17	20.96	13427198	281434070.1
TSLX US Equity	6/30/17	20.45	10277711	210179190
TSLX US Equity	3/31/17	20.39	15917760	324563126.4
TSLX US Equity	12/30/16	18.68	10178923	190142281.6
TSLX US Equity	9/30/16	18.11	8348145	151184906
TSLX US Equity	6/30/16	16.61	8571689	142375754.3
TSLX US Equity	3/31/16	16.13	13387234	215936084.4
TSLX US Equity	12/31/15	16.22	9878252	160225247.4
TSLX US Equity	9/30/15	16.43	6313799	103735717.6
TSLX US Equity	6/30/15	17	5091285	86551845
TSLX US Equity	3/31/15	17.21	11746101	202150398.2
TSLX US Equity	12/31/14	16.82	10527114	177066057.5
TSLX US Equity	9/30/14	16.01	12657278	202643020.8
TSLX US Equity	6/30/14	21.83	13443385	293469094.6
TSLX US Equity	3/31/14	16.6	3291553	54639779.8
SYNA US Equity	9/29/17	39.18	60187949	2358163842
SYNA US Equity	6/30/17	51.71	54196712	2802511978
SYNA US Equity	3/31/17	49.51	40840131	2021994886
SYNA US Equity	12/30/16	53.58	41066143	2200323942
SYNA US Equity	9/30/16	58.58	42182641	2471059110
SYNA US Equity	6/30/16	53.75	54358960	2921794100
SYNA US Equity	3/31/16	79.74	44133584	3519211988
SYNA US Equity	12/31/15	80.34	32788939	2634263359
SYNA US Equity	9/30/15	82.46	69815691	5757001880
SYNA US Equity	6/30/15	86.735	48940143	4244823303
SYNA US Equity	3/31/15	81.305	53484979	4348596218
SYNA US Equity	12/31/14	68.84	64815556	4461902875
SYNA US Equity	9/30/14	73.2	53512348	3917103874
SYNA US Equity	6/30/14	90.64	89779110	8137578530
SYNA US Equity	3/31/14	60.02	82000051	4921643061
SYNA US Equity	12/31/13	51.81	76150734	3945369529
SYNA US Equity	9/30/13	44.25	46722230	2067458678
SYNA US Equity	6/28/13	38.56	63186908	2436487172
SYNA US Equity	3/28/13	40.69	40702365	1656179232
SYNA US Equity	12/31/12	29.97	27397511	821103404.7
SYNA US Equity	9/28/12	24.02	31565905	758213038.1
SYNA US Equity	6/29/12	28.63	35315953	1011095734
SYNA US Equity	3/30/12	36.51	27658484	1009811251
SYNA US Equity	12/30/11	30.15	36666401	1105491990
SYNA US Equity	9/30/11	23.9	28290865	676151673.5
SYNA US Equity	6/30/11	25.74	28974210	745796165.4
SYNA US Equity	3/31/11	27.02	36117955	975907144.1
SYNA US Equity	12/31/10	29.38	47734651	1402444046
SYNA US Equity	9/30/10	28.14	36823918	1036225053
SYNA US Equity	6/30/10	27.5	49331998	1356629945
SYNA US Equity	3/31/10	27.61	57870254	1597797713
SYNA US Equity	12/31/09	30.65	86296571	2644989901
SYNA US Equity	9/30/09	25.2	133810884	3372034277
SYNA US Equity	6/30/09	38.65	86932148	3359927520
SYNA US Equity	3/31/09	26.76	104331848	2791920252
SYNA US Equity	12/31/08	16.56	113768530	1884006857
SYNA US Equity	9/30/08	30.22	90279767	2728254559
SYNA US Equity	6/30/08	25.1533	104467929	2627713159
SYNA US Equity	3/31/08	15.92	131987966	2101248419
SYNA US Equity	12/31/07	27.44	113973678	3127437724
SYNA US Equity	9/28/07	31.84	80181795	2552988353
SYNA US Equity	6/29/07	23.86	55861845	1332863622
SYNA US Equity	3/30/07	17.0533	64040675	1092104843
SYNA US Equity	12/29/06	19.7933	61733231	1221904361
SYNA US Equity	9/29/06	16.2467	43458749	706061257.4
SYNA US Equity	6/30/06	14.2667	69637005	993490259.2
SYNA US Equity	3/31/06	14.66	93062231	1364292306
SYNA US Equity	12/30/05	16.48	82754447	1363793287
SYNA US Equity	9/30/05	12.5333	104125110	1305031241
SYNA US Equity	6/30/05	14.24	81736922	1163933769
SYNA US Equity	3/31/05	15.4667	252991757	3912947608
SYNA US Equity	12/31/04	20.3867	79208489	1614799703
SYNA US Equity	9/30/04	13.44	43998002	591333146.9
SYNA US Equity	6/30/04	12.88	43380326	558738598.9
SYNA US Equity	3/31/04	11.6933	43511765	508796121.7
SYNA US Equity	12/31/03	9.9867	26021055	259864470
SYNA US Equity	9/30/03	7.1733	28198392	202275525.3
SYNA US Equity	6/30/03	8.9667	24430307	219059233.8
SYNA US Equity	3/31/03	5	13378050	66890250
SYNA US Equity	12/31/02	5.0667	25231784	127841880
SYNA US Equity	9/30/02	3.2067	15568626	49923912.99
SYNA US Equity	6/28/02	5.0267	13356600	67139621.22
ZGNX US Equity	9/29/17	35.05	61694402	2162388790
ZGNX US Equity	6/30/17	14.5	13466972	195271094
ZGNX US Equity	3/31/17	10.85	18663118	202494830.3
ZGNX US Equity	12/30/16	12.15	12989512	157822570.8
ZGNX US Equity	9/30/16	11.43	10526760	120320866.8
ZGNX US Equity	6/30/16	8.05	9499374	76469960.7
ZGNX US Equity	3/31/16	9.24	18165754	167851567
ZGNX US Equity	12/31/15	14.74	25255067	372259687.6
ZGNX US Equity	9/30/15	13.5	41851833	564999745.5
ZGNX US Equity	6/30/15	13.44	18419799	247562098.6
ZGNX US Equity	3/31/15	10.96	27837052	305094089.9
ZGNX US Equity	12/31/14	10.96	16738130	183449904.8
ZGNX US Equity	9/30/14	9.2	15160496	139476563.2
ZGNX US Equity	6/30/14	16.08	20270986	325957454.9
ZGNX US Equity	3/31/14	22.76	27763260	631891797.6
ZGNX US Equity	12/31/13	27.52	17911957	492937056.6
ZGNX US Equity	9/30/13	14.808	3706803	54890338.82
ZGNX US Equity	6/28/13	13.68	4946992	67674850.56
ZGNX US Equity	3/28/13	14.4	10138869	145999713.6
ZGNX US Equity	12/31/12	10.64	10725820	114122724.8
ZGNX US Equity	9/28/12	21.12	3689435	77920867.2
ZGNX US Equity	6/29/12	19.84	1832347	36353764.48
ZGNX US Equity	3/30/12	16	4539606	72633696
ZGNX US Equity	12/30/11	17.76	2174731	38623222.56
ZGNX US Equity	9/30/11	14.64	2242646	32832337.44
ZGNX US Equity	6/30/11	32.08	552639	17728659.12
